document_id,filename,table_name,field_name,target_table,target_field,relationship_type,evidence,page
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaAstIdent,AstIdentType_2,,,cross_reference,"AstIdentType_2 cross-references BaBimeCode where Type_ = 2, and can have the values:",9
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,,InstrmntType_7,This,,cross_reference,"InstrmntType_7 cross-references BaBimeCode where Type_ = 7, and can be: – 1 (STOCK) – 2 (ETF) – 3 (EIF) – 4 (ADR) – 5 (GDR) – 6 (UEA) – 7 (CROSS) – 8 (COMMODITY) – 9 (INDEX) – 10 (CROSS_LIST) – 11 (SYNTHETIC) BaBimeAstPrc: Barra BIMe Asset Price This table includes the daily asset price and capitalization.",11
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeCntryModel,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,12
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,,BaBimeCode,This,,cross_reference,BaBimeCode: Barra BIMe Code This table cross-references with all Quantitative Analytics Barra data types.,12
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeFactors,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,13
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModEstu,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,14
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModEstu,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,14
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModEstuHist,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,15
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,,BaBimeVarCode,This,,cross_reference,BaBimeVarCode: Barra BIMe Var Code This table contains Barra cross-references for their varchar fields.,15
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaUpdtRelease,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,16
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstData,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,20
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstExp,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,21
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstLsr,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,22
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModFacRetExt,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,23
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModFacRetExt,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,23
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModAstRet,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,24
qa_database_schema_barra_v1_6_3_2022_08_31,QA Database Schema - Barra v1.6.3 (2022-08-31).pdf,BaBimeModGlBeta,Model,,,cross_reference,Model cross-references ModelShort in BaBimeModels.,25
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCad,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,7
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCad,ACCTSTD,CsgRef,,cross_reference,ACCTSTD cross-references with CsgRef where CsgCad.acctstd = CsgRef.refcd1 and CsgRef.reftype = 2.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgCad.acqmeth = CsgRef.refcd1 and CsgRef.reftype = 3.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCad,BSPR,CsgRef,,cross_reference,BSPR cross-references with CsgRef where CsgCad.bspr = CsgRef.refcd1 and CsgRef.reftype = 5.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 7.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference CURCD with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 36.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 17.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCad.scf = CsgRef.refcd1 and CsgRef = 6.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference SRC with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 10.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 30.,8
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCad.compst = CsgRef.refcd1 and CsgRef.reftype = 33.,9
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF1,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,9
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF1,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,9
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF2,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,10
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCAF2,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,10
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,Footnotes,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,11
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,Footnotes,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,11
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCau,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,12
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCau,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,12
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference AU with CsgRef where CsgCau.au = CsgRef.refcd1 and CsgRef.reftype = 4.,12
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgCau.auop = CsgRef.refcd1 and CsgRef.reftype = 22.,12
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference DLRSN with CsgRef where CsgCin.dlrsn = CsgRef.refcd1 and CsgRef.reftype = 16.,13
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCin.fic = CsgRef.refcd1 and CsgRef.reftype = 8.,13
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GGROUP with either – CsgRef where CsgCin.ggroup = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GGROUP’, or – CsgRef where CsgCin.ggroup = CsgRef.refcd1, and CsgRef.reftype = 15 GIND int Y GIND is the GICS industry code.",14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference it with either – CsgRef where CsgCin.gind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GIND’, or – CsgRef where CsgCin.gind = CsgRef.refcd1, and CsgRef.reftype = 15 GSECTOR int Y GSECTOR is the GICS sector code.",14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GSECTOR with either – CsgRef where CsgCin.gind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GSECTOR’, or – CsgRef where CsgCin.gsectir = CsgRef.refcd1, and CsgRef.reftype = 15 GSUBIND int Y GSUBIND is the GICS subindustry code.",14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GSUBLND with either – CsgRef where CsgCin.gsubind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GSUBIND’, or – CsgRef where CsgCin.gsubind = CsgRef.refcd1, and CsgRef.reftype = 15 IDBFLAG char(1) Y IDBFLAG indicates whether the company is international (I), domestic (D), or both (B).",14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference INCORP with CsgRef where CsgCin.incorp = CsgRef.refcd1 and CsgRef.reftype = 31.,14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgCin.loc = CsgRef.refcd1 and CsgRef.reftype = 8.,14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCin.naics = CsgRef.refcd1 and CsgRef.reftype = 21.,14
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCin.spcindcd = CsgRef.refcd1 and CsgRef.reftype = 18.,15
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCin.spcseccd = CsgRef.refcd1 and CsgRef.reftype = 26.,15
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference with CsgRef where CsgCin.state = CsgRef.refcd1 and CsgRef.reftype = 31.,15
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCiv,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,15
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCiv,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,16
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Values,CsgRef,,cross_reference,Values may include: – 0 (No inventory) – 1 (FIFO) – 2 (LIFO) – 3 (Specific identification – 4 (Average cost) – 5 (Retail method) – 6 (Standard cost) – 7 (Current or replacement cost) Cross-reference INVVAL with CsgRef where CsgCiv.invval = CsgRef.refcd1 and CsgRef.reftype = 19.,16
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCof,OFCD,CsgRef,,cross_reference,OFCD cross-references with CsgRef where CsgCof.ofcd = CsgRef.refcd1 and CsgRef.reftype = 32.,17
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GGROUP with either – CsgRef where CsgCoHGIC.GGROUP = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GGROUP’, or – CsgRef where CsgCoHGIC.GGROUP = CsgRef.refcd1, and CsgRef.reftype = 15 GIND varchar(7) Y GIND is the GICS industry code, the third level in the hierarchy of the Global Industry Classification Standard (GICS).",17
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GIND with either – CsgRef where CsgCoHGIC.gind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GIND’, or – CsgRef where CsgCoHGIC.gind = CsgRef.refcd1, and CsgRef.reftype = 15",17
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GSECTOR with either – CsgRef where CsgCoHGIC.gind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GSECTOR’, or – CsgRef where CsgCoHGIC.gsectir = CsgRef.refcd1, and CsgRef.reftype = 15 GSUBIND varchar(9) Y GSUBIND is the GICS sub-industry code, the fourth level in the hierarchy of the Global Industry Classification Standard (GICS).",18
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,either,,cross_reference,"Cross-reference GSUBLND with either – CsgRef where CsgCoHGIC.gsubind = CsgRef.refcd2, and CsgRef.reftype = 34, and CsgRef.refcd1 = ‘GSUBIND’, or – CsgRef where CsgCoHGIC.gsubind = CsgRef.refcd1, and CsgRef.reftype = 15 INDTHRU datetime Y INDTHRU is the date through which the GICS code was effective, if it is no longer effective.",18
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCOIND,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,18
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,This,This,,cross_reference,"This table cross-references with CsgRef: Compustat Global Code Reference, described on page 35.",19
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGCOINDPRES,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,19
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,For,CsgXrd,,cross_reference,"For rate information, cross-reference this table with CsgXrd: Compustat Global Currency Daily Exchange Rate Data, described on page 39, and CsgXrm: Compustat Global Currency Monthly Exchange Rate Data, described on page 40.",19
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgCur,ISOCURCD,CsgRef,,cross_reference,ISOCURCD cross-references with CsgRef where CsgCur.isocurcd = CsgRef.refcd1 and CsgRef.reftype = 36.,19
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference INDEXID with CsgRef where CsgIdx.indexid = CsgRef.refcd1 and CsgIdx.indexcat = CsgRef.refcd2 and CsgRef.reftype = 35.,20
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,"Cross-reference INDEXVAL with CsgRef where CsgIdx.indexval = CsgRef.refcd2, and CsgIdx.indextype = CsgRef.refcd1, and CsgRef.reftype = 34.",20
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGNTRMCOAU,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,23
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CSGNTRMCOAU,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,23
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntQ,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,24
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntQ,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,24
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntSa,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,25
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntSa,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,25
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntYtd,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,26
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoFntYtd,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,26
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoIDesc,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,27
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoIDesc,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,27
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,BSPR,CsgRef,,cross_reference,BSPR cross-references with CsgRef where CsgNtrmCoIDesc.bspr = CsgRef.refcd1 and CsgRef.reftype = 5.,28
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,It,CsgRef,,cross_reference,It cross-references with CsgRef where CsgNtrmCoIDesc.compst = CsgRef.refcd1 and CsgRef.reftype = 7.,28
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference CURCDQ with CsgRef where CsgNtrmCoIDesc.compst = CsgRef.refcd1 and CsgRef.reftype = 36.,28
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoQ,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,29
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoQ,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,29
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoSa,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,30
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoSa,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,30
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoYtd,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,31
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmCoYtd,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,31
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmSec,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,32
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,33
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmSecFnt,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,33
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmSecFnt,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,34
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmSecIDesc,INDFMT,CSKEYCODE,,cross_reference,INDFMT cross-references with CSKEYCODE.,34
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,CsgNtrmSecIDesc,CONSOL,CSKEYCODE,,cross_reference,CONSOL cross-references with CSKEYCODE where CONSOL = CSKEYCODE.Code.,35
qa_database_schema_compustat_global_v1_1_4_2022_02_21,QA Database Schema - Compustat Global v1.1.4 (2022-02-21).pdf,,Cross,CsgRef,,cross_reference,Cross-reference CURCDQ with CsgRef where CsgNtrmSecIDesc.compst = CsgRef.refcd1 and CsgRef.reftype = 36.,35
